institution_name,institution_type,province,city,street,postal_code,phone,email,website,program_categories,is_public,directory_id,created_at,source
Alliance FranÃ£ÂƒÂÂ‡Aise De La RÃ£ÂƒÂÂ‰Gion De La Capitale Nationale Du Canada Inc.,training_provider,ON,Ottawa,352 rue MacLaren,K2P 0M6,613-234-9470,info@chectraining.com,https://www.af.ca/,,True,f322f096-9c99-4ee6-b03d-4a91c106621f,2026-01-10T13:15:05.525173+00:00,excel_import
Arthur Murray Dance Studio,training_provider,ON,Ottawa,1175 Wellington Street W #5,K1Y 2Y9,(613) 233-7911,,https://arthurmurrayottawa.ca/,"Education, Community, IT, Childcare, Arts",True,c85efe0a-d8bf-4a3a-b707-84ec8125b738,2026-01-10T13:15:05.526270+00:00,excel_import
Association Des Directions Et Directions Adjointes Des ÃƒÂƒÂÂ‰Coles Franco-Ontariennes,training_provider,ON,Ottawa,12-5480  chemin Canotek,K1J 9H6,(613) 789-1998,info@cchap.ca,http://adfo.org/,Other,True,5616857e-87b8-468f-83d6-4e5cca43e744,2026-01-10T13:15:05.527277+00:00,excel_import
Association Des Gestionnaires De L'Education Franco- Ontarienne,training_provider,ON,Ottawa,435 rue Donald Bureau 340,K1K 4X5,(613) 741-5107,,http://www.afeseo.ca/,,True,cee1bda0-b35a-4460-9195-5d4226df0c32,2026-01-10T13:15:05.528236+00:00,excel_import
Audio Recording Academy,training_provider,ON,Ottawa,1540 Raven Avenue,K1Z 7Y9,(613) 798-0070,,http://tara.ca/,Other,True,b1264d70-c72c-4d55-b894-6ada1501757a,2026-01-10T13:15:05.529188+00:00,excel_import
"Berlitz Canada  - Sparks St., Ottawa",training_provider,ON,Ottawa,350 Sparks Street,K1R 7S8,(613) 234-8686,,https://www.berlitz.com/en-ca/,"Education, Healthcare, Business, IT, Beauty",True,67f93497-1e0c-4745-919a-249b83f85ff1,2026-01-10T13:15:05.530159+00:00,excel_import
Beyond Yoga Studio & Wellness Centre Inc.,training_provider,ON,Ottawa,3-66 Hearst Way,K2L 2P4,(613) 591-9642,,http://www.beyondyogaottawa.com/,"Education, IT",True,95c435e7-1e3b-41ec-b1bc-24adf0e2773b,2026-01-10T13:15:05.531119+00:00,excel_import
Camerata Music,training_provider,ON,Ottawa,300-1716 Woodward Drive,K2A 0P8,(613) 728-1195,,http://www.cameratamusic.ca/,,True,ddd47b4d-83ad-4ede-8f6e-57ba52d6d250,2026-01-10T13:15:05.532053+00:00,excel_import
Canadian Association Of Medical Radiation Technologists,training_provider,ON,Ottawa,1300-180 Elgin Street,K2P 2K3,(613) 234-0012,,https://www.camrt.ca/,"Education, Healthcare, Business, IT",True,099f9c2d-7826-41b4-ad25-64fd877adfbd,2026-01-10T13:15:05.533002+00:00,excel_import
Canadian Association Of Optometrists,training_provider,ON,Ottawa,234 Argyle Avenue,K2P 1B9,(613) 235-7924,inquiries@cttca.ca,https://opto.ca/,,True,4a8200b9-4658-4a2b-8166-ed11b3029b27,2026-01-10T13:15:05.533954+00:00,excel_import
Canadian Bar Association,training_provider,ON,Ottawa,1200-66 Slater Street,K1P 5H1,(613) 237-2925,,https://www.cba.org/,Healthcare,True,c4031b7b-28af-4ee5-a092-e0443b0f0f51,2026-01-10T13:15:05.534887+00:00,excel_import
Canadian National Institute Of Health Inc.,training_provider,ON,Ottawa,303 Dalhousie Street,K1N 7E8,(613) 726-2644,frontdesk@hscdsb.on.ca,https://www.cnih.ca/,"Education, Healthcare, IT, Childcare, Dental",True,8661dadb-b19b-4153-8a3b-10d239b0e9ca,2026-01-10T13:15:05.535830+00:00,excel_import
Canadian Psychological Association,training_provider,ON,Ottawa,702-141 Laurier Avenue West,K1P 5J3,(888) 472-0657,,http://www.cpa.ca/,"Education, Healthcare, IT, Arts",True,d1a1da61-fec0-4c94-acc7-aa175af67e82,2026-01-10T13:15:05.536768+00:00,excel_import
Canadian Society Of Customs Brokers,training_provider,ON,Ottawa,55 Murray Street,K1N 5M3,(613) 562-3543,,https://cscb.ca/en,,True,7ca02649-0c69-48f9-98d2-452d0a7544b6,2026-01-10T13:15:05.537681+00:00,excel_import
Cartier Language School,training_provider,ON,Ottawa,358 Meilleur Private,K1L 0A2,,info@lakeheadschools.ca,http://www.cllc.ca/,"Education, IT, Childcare",True,a811ca64-f639-4c09-a84a-1828dde9d4a5,2026-01-10T13:15:05.538609+00:00,excel_import
Centre Franco-Ontarien De Ressources PÃ£ÂƒÂÂ‰Dagogiques,training_provider,ON,Ottawa,435  Donald St,K1K 4X5,(877) 742-3677,,http://www.lecentrefranco.ca/,"Community, IT",True,c93821e7-031b-4c22-860e-ee94453684ff,2026-01-10T13:15:05.539539+00:00,excel_import
Cornerstone Academy Of Biblical Studies Inc.,training_provider,ON,Ottawa,1196 Wellington Street,K1Y 2Z5,(613) 725-1432,,http://cabsinc.ca/,"Education, Business, Childcare",True,826419f3-2da1-4bb9-be6f-b9bca9a77739,2026-01-10T13:15:05.540604+00:00,excel_import
"Crossroads Truck & Career Academy - Ottawa, On",training_provider,ON,Ottawa,200-1392 Cyrville Road,K1B 3L9,(866) 529-1113,,http://cttca.ca/trucktraining/home/,"Education, IT",True,36491407-5a1e-4127-ba7d-da483fbecdec,2026-01-10T13:15:05.541685+00:00,excel_import
Versailles Academy Of Make-Up Arts & Esthetics,training_provider,ON,Ottawa,1930 Bank Street #1,K1V 7Z8,(613) 521-4155,admissions@maxthemutt.com; info@maxthemutt.com,http://www.versaillesacademy.com/,"Healthcare, IT, Beauty",True,0d7aa509-d873-4428-92dc-7ec6f6d5a289,2026-01-10T13:15:05.542652+00:00,excel_import
Crossroads Truck And Career Academy - Ottawa,training_provider,ON,Ottawa,"1392 Cryville Road, 2nd floor",K1B 3L9,(613) 742-7499,inquiries@cttca.ca,https://www.cttca.ca/,,True,8d0e0e0d-9da1-4bef-9d9e-3f24e4113cad,2026-01-10T13:15:05.543599+00:00,excel_import
Elevate Yoga,training_provider,ON,Ottawa,298 Elgin Street,K2P 1M3,(613) 237-7447,info@nationalacademyofosteopathy.com; drali@osteo-rehab.ca,https://elevateyoga.ca/,,True,5ba01ee9-6057-4bac-b6ab-e21820cd5d59,2026-01-10T13:15:05.544538+00:00,excel_import
Gina'S College Of Advanced Aesthetics Corporation,college,ON,Ottawa,215 Dalhousie Street,K1N 7C9,(613) 789-7875,,https://www.ginascollege.com/,"Education, Healthcare, IT, Beauty",True,6c96e5a7-ea03-4efa-84a3-0929902b9946,2026-01-10T13:15:05.545507+00:00,excel_import
Healthcarecan / SoinssantÃ£ÂƒÂÂ‰Can,training_provider,ON,Ottawa,100-17 York Street,K1N 5S7,(613) 241-8005,,http://www.healthcarecan.ca/,"Education, Healthcare",True,ab478420-5a80-4d1d-8d75-36afe5256d39,2026-01-10T13:15:05.546463+00:00,excel_import
Hi* Mark Occupational Skills Training Centre Ltd. - Ottawa,training_provider,ON,Ottawa,2508 Del Zotto Avenue,K1T 3V7,(613) 822-0188,,http://www.himark.ca/,"Education, Healthcare, Trades, Business, IT, Childcare, Arts",True,fc0820e8-76a0-4032-aa34-1ef88b951d3c,2026-01-10T13:15:05.547422+00:00,excel_import
Institute Of Professional Management,training_provider,ON,Ottawa,1081 Ambleside Drive,K2B 8C8,(613) 721-5957,,https://www.workplace.ca/,"Education, Business, IT",True,e2ba7c97-3bee-4904-b455-982ed0b4bd83,2026-01-10T13:15:05.548365+00:00,excel_import
Le Cordon Bleu Ottawa Culinary Arts Institute,training_provider,ON,Ottawa,453 Laurier Avenue East,K1N 6R4,(613) 236-2433,info@prepdoctors.ca,https://www.cordonbleu.edu/ottawa/en,"Education, Business, IT, Culinary, Arts",True,26c78629-1fac-451c-8280-40d101c6a158,2026-01-10T13:15:05.549309+00:00,excel_import
LycÃ£ÂƒÂÂ‰E Claudel,training_provider,ON,Ottawa,1635 Lycee Place,K1G 0E5,(613) 733-8522,info@rccmt.com,http://www.claudel.org/,IT,True,10952d79-e5f3-4378-b2e0-24de28ef5b8d,2026-01-10T13:15:05.550241+00:00,excel_import
Mentoru Inc.,training_provider,ON,Ottawa,1716 Bellechasse Pl.,K1C 6W3,,info@mentoru.ca,https://mentoru.ca/,,True,a0fdc58f-674b-4bb4-9c7c-cf9f3c134237,2026-01-10T13:15:05.551153+00:00,excel_import
"Nurses Specialized In Wound, Ostomy And Continence Canada",training_provider,ON,Ottawa,66 Leopolds Drive,K1V 7E3,(888) 739-5072,info@thefitnessfirm.ca,http://memberscaet.ca/,,True,e1671072-1a55-4e8f-8337-623e1b697df3,2026-01-10T13:15:05.552075+00:00,excel_import
Ottawa College Of Homeopathy,college,ON,Ottawa,210 McGillivray Street,K1S 1L2,(613) 241-0005,admin@ttdschool.com,http://www.ochomeopathy.ca/,"Education, Business, IT",True,cc6e057a-ba36-49f9-9aad-2887933b5580,2026-01-10T13:15:05.552999+00:00,excel_import
Ottawa Flying Club,training_provider,ON,Ottawa,20 Lindbergh Private,K1V 1H7,(613) 523-2142,info@spiritgrows.ca,http://ofc.ca/,"Education, Healthcare, IT, Arts",True,f50adf36-feeb-4697-9f0c-75acc88693d0,2026-01-10T13:15:05.553921+00:00,excel_import
Ottawa Japanese Language School,training_provider,ON,Ottawa,Unit B16-2285 St. Laurent Blvd.,K1G 4Z5,(613) 981-9296,,http://ojls.ca/en/location,,True,f1985385-23e3-4825-b02d-132deb6cbe6a,2026-01-10T13:15:05.554853+00:00,excel_import
Ottawa School Of Art,training_provider,ON,Ottawa,35 George Street,K1N 8W5,(613) 241-7471,,https://www.artottawa.ca/,"Education, Community, Childcare, Arts",True,f30566ff-b2d7-473b-8ad3-f8076d82ad81,2026-01-10T13:15:05.555999+00:00,excel_import
Pranashanti Yoga Centre,training_provider,ON,Ottawa,950 Gladstone Avenue,K1Y 3E6,(613) 761-9642,,https://pranashanti.com/,"Education, IT",True,125364be-3105-4802-a485-483174f98cf5,2026-01-10T13:15:05.557168+00:00,excel_import
Qc Quality Of Course Inc.,training_provider,ON,Ottawa,38 McArthur Avenue,K1L 6R2,(833) 600-3751,info@trilliumcollege.ca,http://www.qcdesignschool.com/,"Education, IT, Arts",True,efa48eaf-7013-491e-841f-609c7b712746,2026-01-10T13:15:05.558174+00:00,excel_import
Rockcliffe Flying Club (1961),training_provider,ON,Ottawa,1495 Sir George-Etienne Cartier,K1K 4Y5,(613) 746-4425,,http://www.rfc.ca/,"Education, IT, Logistics",True,32dce693-fe86-4e26-ae42-a9f6b6cb95ae,2026-01-10T13:15:05.559345+00:00,excel_import
School Of The Photographic Arts: Ottawa,training_provider,ON,Ottawa,77 Pamilla Street,K1S 3K7,(613) 562-3824,info@wwfc.ca,http://www.spao.ca/,"Healthcare, Community, Beauty",True,23844f74-4bdb-48b8-a6be-5e44a8c775b4,2026-01-10T13:15:05.561917+00:00,excel_import
Success Language School & Translation Services,training_provider,ON,Ottawa,7888 Decarie Drive,K1C 2K3,(613) 795-5773,,http://www.successlanguageschool-ecolesucces.com/,,True,f9eb962e-f6be-4601-864b-6f8d08a66531,2026-01-10T13:15:05.562953+00:00,excel_import
The School Of Dance,training_provider,ON,Ottawa,200 Crichton Street,K1M 1W2,(613) 238-7838,,http://www.theschoolofdance.ca/,"Education, Healthcare, IT, Arts",True,700caadc-9fb7-411f-9e0f-9d0bbae53cd3,2026-01-10T13:15:05.563970+00:00,excel_import
Toronto Truck Driving School - Ottawa,training_provider,ON,Ottawa,940 Belfast Rd Suite 204,k1G 4A2,(613) 730-7500,ottawa@torontotruckdrivingschool.com,https://www.ttdsottawa.com/,,True,be1e1c58-2f53-4c3e-907c-f35e03d22694,2026-01-10T13:15:05.564978+00:00,excel_import
Transport Training Centres Of Canada - Ottawa,training_provider,ON,Ottawa,1540 Star Top Road,K1B 3W6,(613) 244-3444,,https://ttcc.ca/ottawa-east,"Education, Healthcare, IT, Logistics",True,9f5fdfd5-424d-40b0-9e03-2b6ad510aef7,2026-01-10T13:15:05.565964+00:00,excel_import
Vanessa Plettell Dance Inc.,training_provider,ON,Ottawa,8-1501 Sieveright RD,K1G 1M5,(613) 730-3066,,https://www.vanessaplettelldance.com/,"Education, IT, Arts",True,82f98670-688f-4619-9f8c-45fa5cd73c53,2026-01-10T13:15:05.566984+00:00,excel_import
Vendange Institute,training_provider,ON,Ottawa,C108-440 Albert Street,K1R 5B5,(613) 562-7840,,http://www.vendangeinstitute.com,"Education, Community, IT, Culinary, Environment",True,45102ada-65a2-46d3-ae33-a3cfbac422dd,2026-01-10T13:15:05.568055+00:00,excel_import
Victor Avila Piano Studio,training_provider,ON,Ottawa,246 Dale Ave,K1G 0H5,(873) 353-5896,,http://www.victoravilapianostudio.com/,,True,1abf18b5-437e-45b7-b2f1-932da7f04689,2026-01-10T13:15:05.569082+00:00,excel_import
Wishingtree Yoga Centre,training_provider,ON,Ottawa,72 McClintock Way,K2L 2A2,(613) 591-9642,,http://www.beyondyogaottawa.com/,"Education, IT",True,1ee44107-c47e-490f-aad8-a889ac5e7891,2026-01-10T13:15:05.570101+00:00,excel_import
Yoga & Tea Studio Inc.,training_provider,ON,Ottawa,181 Hidden Lake Crescent,K0A 1L0,(613) 304-6320,,http://www.yogaandtea.com/,"Education, IT",True,f18caa7c-ac45-4421-9a4b-1a9dc3625b60,2026-01-10T13:15:05.571118+00:00,excel_import
Metro College Of Technology,college,ON,North York,500-789 Don Mills Road,M3C 1TS,(416) 585-9880,info@skilledtradescollege.ca,https://metroc.ca/,"Education, Business, IT",True,bfa046c5-014d-4086-b724-cf312d8f14f8,2026-01-10T13:15:05.572104+00:00,excel_import
Yogatown,training_provider,ON,Ottawa,300 Preston Street 2nd Floor,K1R 7R6,(613) 234-9642,,http://myyogatown.com/,,True,3ffe52b6-75c1-4028-ae6b-ed441828673c,2026-01-10T13:15:05.573080+00:00,excel_import
Ontario Truck Driving School - Owen Sound,training_provider,ON,Owen Sound,1051 2nd Ave E,N4K 2H8,(519) 376-0444,,http://www.otds.com/,"Education, IT, Logistics",True,c95c1ac7-ecd8-4435-9829-d4e8001a6e8b,2026-01-10T13:15:05.574069+00:00,excel_import
Transport Training Centres Of Canada Inc. - Owen Sound,training_provider,ON,Owen Sound,1717 Second Avenue East,N4K 6V4,(519) 371-6512,,http://www.ttcc.ca/owen-sound,"Education, Healthcare, IT, Logistics",True,61f0cffa-03c0-4166-a59f-770e37dccf92,2026-01-10T13:15:05.575058+00:00,excel_import
Trillium Healing Arts,training_provider,ON,Owen Sound,235 9th Street E,N4K 1N8,(519) 372-9212,,http://trilliumhealingarts.ca/,,True,d5a9085e-22d6-4333-a924-21c85d45abc1,2026-01-10T13:15:05.576018+00:00,excel_import
Word Of Life Fellowship Canada Inc.,training_provider,ON,Owen Sound,617796 Grey Road 18,N4K 5W4,(519) 376-3516,,http://www.wol.ca/,IT,True,44dfef0c-2663-42ee-a9b3-22a7553f4d7a,2026-01-10T13:15:05.576990+00:00,excel_import
Asta Hairstyling School,training_provider,ON,Peterborough,856 Chemong Road,K9H 5Z8,(705) 743-9938,,http://www.astahairstylingschool.net/,"Education, Community, IT, Beauty",True,761f8a38-b638-4778-b633-ea16cbe5d54a,2026-01-10T13:15:05.578067+00:00,excel_import
Ontario Truck Training Academy - Peterborough On,training_provider,ON,Peterborough,365 Lansdowne Street E #3,K9L 2A3,(705) 743-1888,elainekopman@rogers.com,http://www.otta.ca/,"Education, IT, Logistics",True,60336f59-8191-4c49-b18b-7ab2f231d9d4,2026-01-10T13:15:05.579159+00:00,excel_import
Transport Training Centres Of Canada Inc. - Peterborough,training_provider,ON,Peterborough,6B-724 Erskine,K9J 5T9,(705) 741-4518,,http://www.ttcc.ca/peterborough,"Education, Healthcare, IT, Logistics",True,f07ced41-9045-470c-b32a-7d506d39eb91,2026-01-10T13:15:05.580215+00:00,excel_import
Beauty Institute Canada,training_provider,ON,Pickering,1970 Brock Road,L1V 1Y3,19056740100,info@montessori-institute.ca,https://beautyinstitutecanada.com/,,True,d8d3f7ea-1ada-4195-b65b-7b43e1d3b6f0,2026-01-10T13:15:05.581217+00:00,excel_import
Durham Truck & Forklift Driving School Ltd.,training_provider,ON,Pickering,244-1099 Kingston Road,L1V 1B5,19054927500,,http://www.durhamtrucktraining.com/,,True,5f5b29ce-ca0e-45b1-a5c2-594ea3f9c247,2026-01-10T13:15:05.582188+00:00,excel_import
Canadian Language Learning College Cllc Ottawa,college,ON,Port Stanley,207 Queen Street,N5L 1A1,,info@healthcarecan.ca; chalearning@healthcarecan.ca,http://www.cllc.ca/,"Education, IT, Childcare",True,703fa42f-aaee-4e88-9a4b-74cd538b06a3,2026-01-10T13:15:05.583173+00:00,excel_import
Loyola Community Learning Centre - Trenton,training_provider,ON,Quinte West,91 Creswell Drive,K8V 5E3,(613) 965-5840,,http://www.learningatloyola.ca/,"Education, Healthcare, Community, IT",True,5d27f8cf-6fea-41e5-bf71-e9348251540d,2026-01-10T13:15:05.584200+00:00,excel_import
Canadian College Of Holistic Health,college,ON,Richmond Hill,205-13085 Yonge Street,L4E 3S8,12892349141,,https://cchh.org/,"Education, Healthcare, Business, Arts",True,79ea3d51-6f96-4b48-bc5b-1a4cf90ec9cb,2026-01-10T13:15:05.585171+00:00,excel_import
Ddsmasters,training_provider,ON,Richmond Hill,305-330 Highway 7 East,L4B 3P8,18664965080,admissions@metalworksinstitute.com; jade@metalworksinstitute.com; mark@metalworksinstitute.com,https://ddsmasters.com/,,True,42c42f65-c124-4a0c-b9a4-0916ce76f192,2026-01-10T13:15:05.586131+00:00,excel_import
Newborough Teacher Training Institute,training_provider,ON,Richmond Hill,11181 Yonge Street,L4S 1L2,(416) 639-7311,info@ttgtraining.org,http://newboroughschool.com/,"Education, Healthcare, IT, Childcare, Arts",True,90166b40-d362-4e71-931e-41991c04d5e3,2026-01-10T13:15:05.587133+00:00,excel_import
The Canadian College Of Health Care,college,ON,Richmond Hill,9040 Leslie Street,L4B 3M4,(289) 234-9141,,http://www.cchh.org/,"Education, Healthcare, Business, Arts",True,7f3dce12-2654-465c-9f1f-be921125bc8d,2026-01-10T13:15:05.588833+00:00,excel_import
Trillium Esthetic And Hair Technology College,college,ON,Richmond Hill,175 West Beaver Creek Road,L4B 3M1,(855) 234-2008,,https://www.trilliumcollege.ca/,"Education, Healthcare, Community, Business, IT, Beauty",True,93786cb6-90d4-4c5d-80a5-db596a3053fc,2026-01-10T13:15:05.590016+00:00,excel_import
Wellsprings College Of Massage Therapy & Esthetics,college,ON,Richmond Hill,205-13085 Yonge Street,L4E 3S8,(905) 884-9141,,,,True,4543cd81-5c35-4bb4-a136-becc31d82801,2026-01-10T13:15:05.591035+00:00,excel_import
Can - Weld Training & Testing Centre,training_provider,ON,Sarnia,3-1392 Plank Road,N7T 7H3,(519) 344-9222,info@theccat.ca,http://canweldsarnia.com/,"Education, Trades, IT",True,98edf23b-3053-4190-b546-6e495e0e30a3,2026-01-10T13:15:05.592016+00:00,excel_import
On Edge Academy Of Hair And Cosmetology,training_provider,ON,Sarnia,316 Talfourd Street,N7T 7T1,(519) 383-3148,info@lefca.org,https://www.facebook.com/TaylorsDesigns/,,True,b5f9e6ed-26cc-4b49-aff2-950d493672eb,2026-01-10T13:15:05.592989+00:00,excel_import
Ontario Truck Driving  School- Hamilton,training_provider,ON,Sarnia,1392 Plank Road #3,N7T 7H3,(519) 332-8778,,http://www.otds.com/,"Education, IT, Logistics",True,ff675e28-d0b4-4907-834e-f49725090f1a,2026-01-10T13:15:05.594251+00:00,excel_import
Ontario Truck Driving School,training_provider,ON,Sarnia,1392 Plank Road #3,N7T 7H3,(519) 332-8778,admissions@bayc.ca,http://www.otds.com/,"Education, IT, Logistics",True,89f5c212-0f56-434c-b8c4-bda031091ef0,2026-01-10T13:15:05.595491+00:00,excel_import
Van Goozen Music,training_provider,ON,Sarnia,115 Mitton Street South,N7T 3C5,(519) 344-2319,,http://www.vangoozenmusic.com/,,True,65f76f99-5a1d-4ee4-9b0e-6a16d5a30be7,2026-01-10T13:15:05.596640+00:00,excel_import
"A.P.R. Welding Academy - Sault Ste Marie, On",training_provider,ON,Sault Ste. Marie,566 Second Line East,P6B 4K1,17052545581,-astahairstylinschool@gmail.com; astahairstylingschool@gmail.com; astahairstylinschool@gmail.com,http://www.aprweldingacademy.com/,"Education, Trades, IT, Logistics",True,2dc5025a-9923-4c68-88ab-04f36dedc48f,2026-01-10T13:15:05.597741+00:00,excel_import
Crossroads Truck And Career Academy - Smiths Falls,training_provider,ON,Smiths Falls,10-12 Maple Avenue,K7A 1Z5,(613) 742-7499,inquiries@cttca.ca,https://www.cttca.ca/,,True,e873b155-1b3a-4185-9e21-24c546a97fca,2026-01-10T13:15:05.599496+00:00,excel_import
Canadian Flight Trainers,training_provider,ON,Smithville,8088 Twenty Road,L0R 2A0,(877) 687-7271,,https://flighttrainers.ca/,"Education, Healthcare, IT, Manufacturing",True,617921e3-f2ae-4c39-a4ed-9b15607c7dda,2026-01-10T13:15:05.600585+00:00,excel_import
Cappa School Of Hairstyling & Aesthetics Inc.,training_provider,ON,St. Catharines,56 St. Paul Street West,L2S 2C2,(905) 688-1175,,https://www.cappacollege.ca/,"Education, Healthcare, Trades, IT, Beauty, Arts",True,32c01dc5-b3ec-4727-a4fe-6c6f0746f492,2026-01-10T13:15:05.601640+00:00,excel_import
Concordia Lutheran Theological Seminary - Ontario,training_provider,ON,St. Catharines,470 Glenridge Avenue,L2T 4C3,(905) 688-2362,,https://concordia-seminary.ca/,"Education, Healthcare, IT",True,dd8e2d2f-4dc4-4253-bac2-e8d7d69dd9ac,2026-01-10T13:15:05.602639+00:00,excel_import
Adult & Community Education,training_provider,ON,St. Catharines,535 Lake Street,L2N 4H7,(905) 641-1550,,https://www.dsbn.org/,"Healthcare, Arts",True,e67742a7-a0da-4e1d-9236-3d0821368fe5,2026-01-10T13:15:05.603624+00:00,excel_import
